economy,period,lsci_value,iso2,iso3,region,year,quarter,lsci_growth_pct
Guernsey,2009Q01,4.75538,GG,GGY,Europe,2009,01,0.0
Guernsey,2009Q02,4.75538,GG,GGY,Europe,2009,02,0.0
Guernsey,2009Q03,4.85794,GG,GGY,Europe,2009,03,2.16
Guernsey,2009Q04,4.85794,GG,GGY,Europe,2009,04,0.0
Guernsey,2010Q01,4.85794,GG,GGY,Europe,2010,01,0.0
Guernsey,2010Q02,4.85794,GG,GGY,Europe,2010,02,0.0
Guernsey,2010Q03,4.85794,GG,GGY,Europe,2010,03,0.0
Guernsey,2010Q04,7.06555,GG,GGY,Europe,2010,04,45.44
Guernsey,2011Q01,7.06555,GG,GGY,Europe,2011,01,0.0
Guernsey,2011Q02,7.06555,GG,GGY,Europe,2011,02,0.0
Guernsey,2011Q03,7.06555,GG,GGY,Europe,2011,03,0.0
Guernsey,2011Q04,7.06555,GG,GGY,Europe,2011,04,0.0
Guernsey,2012Q01,7.06555,GG,GGY,Europe,2012,01,0.0
Guernsey,2012Q02,7.06555,GG,GGY,Europe,2012,02,0.0
Guernsey,2012Q03,5.34354,GG,GGY,Europe,2012,03,-24.37
Guernsey,2012Q04,5.34354,GG,GGY,Europe,2012,04,0.0
Guernsey,2013Q01,8.16448,GG,GGY,Europe,2013,01,52.79
Guernsey,2013Q02,5.48861,GG,GGY,Europe,2013,02,-32.77
Guernsey,2013Q03,5.48861,GG,GGY,Europe,2013,03,0.0
Guernsey,2014Q03,4.73773,GG,GGY,Europe,2014,03,-13.68
Guernsey,2021Q04,4.95561,GG,GGY,Europe,2021,04,4.6
Guernsey,2022Q01,4.95561,GG,GGY,Europe,2022,01,0.0
Guernsey,2022Q02,4.95561,GG,GGY,Europe,2022,02,0.0
Guernsey,2022Q03,4.95561,GG,GGY,Europe,2022,03,0.0
Guernsey,2022Q04,9.73196,GG,GGY,Europe,2022,04,96.38
Guernsey,2023Q01,4.95561,GG,GGY,Europe,2023,01,-49.08
Guernsey,2023Q02,4.95561,GG,GGY,Europe,2023,02,0.0
Guernsey,2023Q03,4.95561,GG,GGY,Europe,2023,03,0.0
Guernsey,2023Q04,4.95561,GG,GGY,Europe,2023,04,0.0
Guernsey,2024Q01,4.95561,GG,GGY,Europe,2024,01,0.0
Guernsey,2024Q02,4.95561,GG,GGY,Europe,2024,02,0.0
Guinea,2006Q01,34.96757,GN,GIN,Africa,2006,01,
Guinea,2006Q02,38.38778,GN,GIN,Africa,2006,02,9.78
Guinea,2006Q03,37.12432,GN,GIN,Africa,2006,03,-3.29
Guinea,2006Q04,38.55989,GN,GIN,Africa,2006,04,3.87
Guinea,2007Q01,33.18003,GN,GIN,Africa,2007,01,-13.95
Guinea,2007Q02,29.76118,GN,GIN,Africa,2007,02,-10.3
Guinea,2007Q03,29.92674,GN,GIN,Africa,2007,03,0.56
Guinea,2007Q04,31.39678,GN,GIN,Africa,2007,04,4.91
Guinea,2008Q01,36.76877,GN,GIN,Africa,2008,01,17.11
Guinea,2008Q02,40.16678,GN,GIN,Africa,2008,02,9.24
Guinea,2008Q03,43.83838,GN,GIN,Africa,2008,03,9.14
Guinea,2008Q04,40.283,GN,GIN,Africa,2008,04,-8.11
Guinea,2009Q01,40.3161,GN,GIN,Africa,2009,01,0.08
Guinea,2009Q02,41.00447,GN,GIN,Africa,2009,02,1.71
Guinea,2009Q03,35.93987,GN,GIN,Africa,2009,03,-12.35
Guinea,2009Q04,35.93841,GN,GIN,Africa,2009,04,-0.0
Guinea,2010Q01,36.68947,GN,GIN,Africa,2010,01,2.09
Guinea,2010Q02,30.12714,GN,GIN,Africa,2010,02,-17.89
Guinea,2010Q03,33.20598,GN,GIN,Africa,2010,03,10.22
Guinea,2010Q04,31.9264,GN,GIN,Africa,2010,04,-3.85
Guinea,2011Q01,36.39141,GN,GIN,Africa,2011,01,13.99
Guinea,2011Q02,36.42379,GN,GIN,Africa,2011,02,0.09
Guinea,2011Q03,34.52811,GN,GIN,Africa,2011,03,-5.2
Guinea,2011Q04,31.48413,GN,GIN,Africa,2011,04,-8.82
Guinea,2012Q01,26.67272,GN,GIN,Africa,2012,01,-15.28
Guinea,2012Q02,35.24742,GN,GIN,Africa,2012,02,32.15
Guinea,2012Q03,34.99251,GN,GIN,Africa,2012,03,-0.72
Guinea,2012Q04,35.74858,GN,GIN,Africa,2012,04,2.16
Guinea,2013Q01,36.01568,GN,GIN,Africa,2013,01,0.75
Guinea,2013Q02,35.01813,GN,GIN,Africa,2013,02,-2.77
Guinea,2013Q03,37.56893,GN,GIN,Africa,2013,03,7.28
Guinea,2013Q04,38.1477,GN,GIN,Africa,2013,04,1.54
Guinea,2014Q01,36.63881,GN,GIN,Africa,2014,01,-3.96
Guinea,2014Q02,36.59409,GN,GIN,Africa,2014,02,-0.12
Guinea,2014Q03,33.74275,GN,GIN,Africa,2014,03,-7.79
Guinea,2014Q04,24.1246,GN,GIN,Africa,2014,04,-28.5
Guinea,2015Q01,21.83919,GN,GIN,Africa,2015,01,-9.47
Guinea,2015Q02,30.38306,GN,GIN,Africa,2015,02,39.12
Guinea,2015Q03,34.67398,GN,GIN,Africa,2015,03,14.12
Guinea,2015Q04,36.15628,GN,GIN,Africa,2015,04,4.27
Guinea,2016Q01,39.86712,GN,GIN,Africa,2016,01,10.26
Guinea,2016Q02,38.26629,GN,GIN,Africa,2016,02,-4.02
Guinea,2016Q03,38.28235,GN,GIN,Africa,2016,03,0.04
Guinea,2016Q04,38.24161,GN,GIN,Africa,2016,04,-0.11
Guinea,2017Q01,36.01104,GN,GIN,Africa,2017,01,-5.83
Guinea,2017Q02,38.33805,GN,GIN,Africa,2017,02,6.46
Guinea,2017Q03,35.09101,GN,GIN,Africa,2017,03,-8.47
Guinea,2017Q04,39.69208,GN,GIN,Africa,2017,04,13.11
Guinea,2018Q01,32.90611,GN,GIN,Africa,2018,01,-17.1
Guinea,2018Q02,31.58454,GN,GIN,Africa,2018,02,-4.02
Guinea,2018Q03,37.23175,GN,GIN,Africa,2018,03,17.88
Guinea,2018Q04,33.77709,GN,GIN,Africa,2018,04,-9.28
Guinea,2019Q01,33.96974,GN,GIN,Africa,2019,01,0.57
Guinea,2019Q02,33.98851,GN,GIN,Africa,2019,02,0.06
Guinea,2019Q03,33.61365,GN,GIN,Africa,2019,03,-1.1
Guinea,2019Q04,35.21515,GN,GIN,Africa,2019,04,4.76
Guinea,2020Q01,31.57052,GN,GIN,Africa,2020,01,-10.35
Guinea,2020Q02,25.34827,GN,GIN,Africa,2020,02,-19.71
Guinea,2020Q03,25.14492,GN,GIN,Africa,2020,03,-0.8
Guinea,2020Q04,22.52297,GN,GIN,Africa,2020,04,-10.43
Guinea,2021Q01,20.39687,GN,GIN,Africa,2021,01,-9.44
Guinea,2021Q02,21.99745,GN,GIN,Africa,2021,02,7.85
Guinea,2021Q03,21.90996,GN,GIN,Africa,2021,03,-0.4
Guinea,2021Q04,23.46428,GN,GIN,Africa,2021,04,7.09
Guinea,2022Q01,24.13078,GN,GIN,Africa,2022,01,2.84
Guinea,2022Q02,23.42135,GN,GIN,Africa,2022,02,-2.94
Guinea,2022Q03,23.45529,GN,GIN,Africa,2022,03,0.14
Guinea,2022Q04,23.43924,GN,GIN,Africa,2022,04,-0.07
Guinea,2023Q01,23.44788,GN,GIN,Africa,2023,01,0.04
Guinea,2023Q02,28.79013,GN,GIN,Africa,2023,02,22.78
Guinea,2023Q03,28.85736,GN,GIN,Africa,2023,03,0.23
Guinea,2023Q04,29.28899,GN,GIN,Africa,2023,04,1.5
Guinea,2024Q01,29.35852,GN,GIN,Africa,2024,01,0.24
Guinea,2024Q02,31.11711,GN,GIN,Africa,2024,02,5.99
Guinea,2024Q03,26.34765,GN,GIN,Africa,2024,03,-15.33
Guinea,2024Q04,22.63288,GN,GIN,Africa,2024,04,-14.1
Guinea-Bissau,2006Q01,10.25497,GW,GNB,Africa,2006,01,
Guinea-Bissau,2006Q02,15.04613,GW,GNB,Africa,2006,02,46.72
Guinea-Bissau,2006Q03,14.90269,GW,GNB,Africa,2006,03,-0.95
Guinea-Bissau,2006Q04,14.90269,GW,GNB,Africa,2006,04,0.0
Guinea-Bissau,2007Q01,14.90269,GW,GNB,Africa,2007,01,0.0
Guinea-Bissau,2007Q02,14.99285,GW,GNB,Africa,2007,02,0.6
Guinea-Bissau,2007Q03,16.6233,GW,GNB,Africa,2007,03,10.87
Guinea-Bissau,2007Q04,16.6233,GW,GNB,Africa,2007,04,0.0
Guinea-Bissau,2008Q01,13.65993,GW,GNB,Africa,2008,01,-17.83
Guinea-Bissau,2008Q02,13.65993,GW,GNB,Africa,2008,02,0.0
Guinea-Bissau,2008Q03,13.61057,GW,GNB,Africa,2008,03,-0.36
Guinea-Bissau,2008Q04,13.61057,GW,GNB,Africa,2008,04,0.0
Guinea-Bissau,2009Q01,13.357990000000001,GW,GNB,Africa,2009,01,-1.86
Guinea-Bissau,2009Q02,13.34468,GW,GNB,Africa,2009,02,-0.1
Guinea-Bissau,2009Q03,18.37065,GW,GNB,Africa,2009,03,37.66
Guinea-Bissau,2009Q04,18.261,GW,GNB,Africa,2009,04,-0.6
Guinea-Bissau,2010Q01,18.261,GW,GNB,Africa,2010,01,0.0
Guinea-Bissau,2010Q02,13.55091,GW,GNB,Africa,2010,02,-25.79
Guinea-Bissau,2010Q03,13.55091,GW,GNB,Africa,2010,03,0.0
Guinea-Bissau,2010Q04,13.55091,GW,GNB,Africa,2010,04,0.0
Guinea-Bissau,2011Q01,14.17753,GW,GNB,Africa,2011,01,4.62
Guinea-Bissau,2011Q02,19.45435,GW,GNB,Africa,2011,02,37.22
Guinea-Bissau,2011Q03,14.58826,GW,GNB,Africa,2011,03,-25.01
Guinea-Bissau,2011Q04,14.61235,GW,GNB,Africa,2011,04,0.17
Guinea-Bissau,2012Q01,14.61235,GW,GNB,Africa,2012,01,0.0
Guinea-Bissau,2012Q02,14.16068,GW,GNB,Africa,2012,02,-3.09
Guinea-Bissau,2012Q03,14.83813,GW,GNB,Africa,2012,03,4.78
Guinea-Bissau,2012Q04,14.83813,GW,GNB,Africa,2012,04,0.0
Guinea-Bissau,2013Q01,14.7635,GW,GNB,Africa,2013,01,-0.5
Guinea-Bissau,2013Q02,10.20637,GW,GNB,Africa,2013,02,-30.87
Guinea-Bissau,2013Q03,10.20637,GW,GNB,Africa,2013,03,0.0
Guinea-Bissau,2013Q04,10.20637,GW,GNB,Africa,2013,04,0.0
Guinea-Bissau,2014Q01,10.20637,GW,GNB,Africa,2014,01,0.0
Guinea-Bissau,2014Q02,14.22288,GW,GNB,Africa,2014,02,39.35
Guinea-Bissau,2014Q03,14.22442,GW,GNB,Africa,2014,03,0.01
Guinea-Bissau,2014Q04,10.54542,GW,GNB,Africa,2014,04,-25.86
Guinea-Bissau,2015Q01,9.40479,GW,GNB,Africa,2015,01,-10.82
Guinea-Bissau,2015Q02,9.40411,GW,GNB,Africa,2015,02,-0.01
Guinea-Bissau,2015Q03,9.74081,GW,GNB,Africa,2015,03,3.58
Guinea-Bissau,2015Q04,12.19585,GW,GNB,Africa,2015,04,25.2
Guinea-Bissau,2016Q01,12.19446,GW,GNB,Africa,2016,01,-0.01
Guinea-Bissau,2016Q02,9.44165,GW,GNB,Africa,2016,02,-22.57
Guinea-Bissau,2016Q03,13.35448,GW,GNB,Africa,2016,03,41.44
Guinea-Bissau,2016Q04,11.40478,GW,GNB,Africa,2016,04,-14.6
Guinea-Bissau,2017Q01,10.05802,GW,GNB,Africa,2017,01,-11.81
Guinea-Bissau,2017Q02,18.32664,GW,GNB,Africa,2017,02,82.21
Guinea-Bissau,2017Q03,16.71563,GW,GNB,Africa,2017,03,-8.79
Guinea-Bissau,2017Q04,10.19065,GW,GNB,Africa,2017,04,-39.04
Guinea-Bissau,2018Q01,12.75063,GW,GNB,Africa,2018,01,25.12
Guinea-Bissau,2018Q02,13.7791,GW,GNB,Africa,2018,02,8.07
Guinea-Bissau,2018Q03,18.09023,GW,GNB,Africa,2018,03,31.29
Guinea-Bissau,2018Q04,10.87693,GW,GNB,Africa,2018,04,-39.87
Guinea-Bissau,2019Q01,10.87693,GW,GNB,Africa,2019,01,0.0
Guinea-Bissau,2019Q02,10.01031,GW,GNB,Africa,2019,02,-7.97
Guinea-Bissau,2019Q03,14.21706,GW,GNB,Africa,2019,03,42.02
Guinea-Bissau,2019Q04,10.01031,GW,GNB,Africa,2019,04,-29.59
Guinea-Bissau,2020Q01,10.81415,GW,GNB,Africa,2020,01,8.03
Guinea-Bissau,2020Q02,10.81415,GW,GNB,Africa,2020,02,0.0
Guinea-Bissau,2020Q03,17.4282,GW,GNB,Africa,2020,03,61.16
Guinea-Bissau,2020Q04,9.758140000000001,GW,GNB,Africa,2020,04,-44.01
Guinea-Bissau,2021Q01,9.758140000000001,GW,GNB,Africa,2021,01,0.0
Guinea-Bissau,2021Q02,9.758140000000001,GW,GNB,Africa,2021,02,0.0
Guinea-Bissau,2021Q03,13.38814,GW,GNB,Africa,2021,03,37.2
Guinea-Bissau,2021Q04,13.38814,GW,GNB,Africa,2021,04,0.0
Guinea-Bissau,2022Q01,9.758140000000001,GW,GNB,Africa,2022,01,-27.11
Guinea-Bissau,2022Q02,9.758140000000001,GW,GNB,Africa,2022,02,0.0
Guinea-Bissau,2022Q03,13.28635,GW,GNB,Africa,2022,03,36.16
Guinea-Bissau,2022Q04,16.49869,GW,GNB,Africa,2022,04,24.18
Guinea-Bissau,2023Q01,16.53943,GW,GNB,Africa,2023,01,0.25
Guinea-Bissau,2023Q02,16.64275,GW,GNB,Africa,2023,02,0.62
Guinea-Bissau,2023Q03,17.483,GW,GNB,Africa,2023,03,5.05
Guinea-Bissau,2023Q04,16.54463,GW,GNB,Africa,2023,04,-5.37
Guinea-Bissau,2024Q01,15.95876,GW,GNB,Africa,2024,01,-3.54
Guinea-Bissau,2024Q02,15.97734,GW,GNB,Africa,2024,02,0.12
Guinea-Bissau,2024Q03,15.6131,GW,GNB,Africa,2024,03,-2.28
Guinea-Bissau,2024Q04,16.07861,GW,GNB,Africa,2024,04,2.98
Guyana,2006Q01,33.37324,GY,GUY,South America,2006,01,
Guyana,2006Q02,33.37324,GY,GUY,South America,2006,02,0.0
Guyana,2006Q03,35.97689,GY,GUY,South America,2006,03,7.8
Guyana,2006Q04,32.32614,GY,GUY,South America,2006,04,-10.15
Guyana,2007Q01,32.28722,GY,GUY,South America,2007,01,-0.12
Guyana,2007Q02,33.21082,GY,GUY,South America,2007,02,2.86
Guyana,2007Q03,33.24234,GY,GUY,South America,2007,03,0.09
Guyana,2007Q04,36.82683,GY,GUY,South America,2007,04,10.78
Guyana,2008Q01,39.52059,GY,GUY,South America,2008,01,7.31
Guyana,2008Q02,39.44357,GY,GUY,South America,2008,02,-0.19
Guyana,2008Q03,37.67088,GY,GUY,South America,2008,03,-4.49
Guyana,2008Q04,37.68613,GY,GUY,South America,2008,04,0.04
Guyana,2009Q01,37.68786,GY,GUY,South America,2009,01,0.0
Guyana,2009Q02,39.03447,GY,GUY,South America,2009,02,3.57
Guyana,2009Q03,39.03447,GY,GUY,South America,2009,03,0.0
Guyana,2009Q04,39.03447,GY,GUY,South America,2009,04,0.0
Guyana,2010Q01,45.70551,GY,GUY,South America,2010,01,17.09
Guyana,2010Q02,45.03079,GY,GUY,South America,2010,02,-1.48
Guyana,2010Q03,42.7918,GY,GUY,South America,2010,03,-4.97
Guyana,2010Q04,41.17204,GY,GUY,South America,2010,04,-3.79
Guyana,2011Q01,45.59179,GY,GUY,South America,2011,01,10.73
Guyana,2011Q02,44.20664,GY,GUY,South America,2011,02,-3.04
Guyana,2011Q03,38.36879,GY,GUY,South America,2011,03,-13.21
Guyana,2011Q04,37.25965,GY,GUY,South America,2011,04,-2.89
Guyana,2012Q01,38.2937,GY,GUY,South America,2012,01,2.78
Guyana,2012Q02,37.75018,GY,GUY,South America,2012,02,-1.42
Guyana,2012Q03,37.13558,GY,GUY,South America,2012,03,-1.63
Guyana,2012Q04,37.81302,GY,GUY,South America,2012,04,1.82
Guyana,2013Q01,38.82594,GY,GUY,South America,2013,01,2.68
Guyana,2013Q02,38.80557,GY,GUY,South America,2013,02,-0.05
Guyana,2013Q03,41.69139,GY,GUY,South America,2013,03,7.44
Guyana,2013Q04,41.69139,GY,GUY,South America,2013,04,0.0
Guyana,2014Q01,37.75136,GY,GUY,South America,2014,01,-9.45
Guyana,2014Q02,39.53707,GY,GUY,South America,2014,02,4.73
Guyana,2014Q03,39.54005,GY,GUY,South America,2014,03,0.01
Guyana,2014Q04,42.30792,GY,GUY,South America,2014,04,7.0
Guyana,2015Q01,41.64485,GY,GUY,South America,2015,01,-1.57
Guyana,2015Q02,41.63722,GY,GUY,South America,2015,02,-0.02
Guyana,2015Q03,41.64555,GY,GUY,South America,2015,03,0.02
Guyana,2015Q04,41.632,GY,GUY,South America,2015,04,-0.03
Guyana,2016Q01,39.62081,GY,GUY,South America,2016,01,-4.83
Guyana,2016Q02,45.16106,GY,GUY,South America,2016,02,13.98
Guyana,2016Q03,42.89265,GY,GUY,South America,2016,03,-5.02
Guyana,2016Q04,43.8379,GY,GUY,South America,2016,04,2.2
Guyana,2017Q01,39.14632,GY,GUY,South America,2017,01,-10.7
Guyana,2017Q02,42.768,GY,GUY,South America,2017,02,9.25
Guyana,2017Q03,45.78876,GY,GUY,South America,2017,03,7.06
Guyana,2017Q04,46.93515,GY,GUY,South America,2017,04,2.5
Guyana,2018Q01,42.17893,GY,GUY,South America,2018,01,-10.13
Guyana,2018Q02,42.15672,GY,GUY,South America,2018,02,-0.05
Guyana,2018Q03,42.23683,GY,GUY,South America,2018,03,0.19
Guyana,2018Q04,42.23683,GY,GUY,South America,2018,04,0.0
Guyana,2019Q01,37.25079,GY,GUY,South America,2019,01,-11.8
Guyana,2019Q02,37.25079,GY,GUY,South America,2019,02,0.0
Guyana,2019Q03,37.242,GY,GUY,South America,2019,03,-0.02
Guyana,2019Q04,38.86439,GY,GUY,South America,2019,04,4.36
Guyana,2020Q01,36.49781,GY,GUY,South America,2020,01,-6.09
Guyana,2020Q02,34.20123,GY,GUY,South America,2020,02,-6.29
Guyana,2020Q03,36.78844,GY,GUY,South America,2020,03,7.56
Guyana,2020Q04,35.43259,GY,GUY,South America,2020,04,-3.69
Guyana,2021Q01,35.43616,GY,GUY,South America,2021,01,0.01
Guyana,2021Q02,35.43616,GY,GUY,South America,2021,02,0.0
Guyana,2021Q03,38.9766,GY,GUY,South America,2021,03,9.99
Guyana,2021Q04,40.54151,GY,GUY,South America,2021,04,4.01
Guyana,2022Q01,32.42695,GY,GUY,South America,2022,01,-20.02
Guyana,2022Q02,32.38115,GY,GUY,South America,2022,02,-0.14
Guyana,2022Q03,33.74035,GY,GUY,South America,2022,03,4.2
Guyana,2022Q04,33.77233,GY,GUY,South America,2022,04,0.09
Guyana,2023Q01,34.80164,GY,GUY,South America,2023,01,3.05
Guyana,2023Q02,35.20556,GY,GUY,South America,2023,02,1.16
Guyana,2023Q03,31.03111,GY,GUY,South America,2023,03,-11.86
Guyana,2023Q04,37.66684,GY,GUY,South America,2023,04,21.38
Guyana,2024Q01,36.37943,GY,GUY,South America,2024,01,-3.42
Guyana,2024Q02,38.64084,GY,GUY,South America,2024,02,6.22
Guyana,2024Q03,38.63533,GY,GUY,South America,2024,03,-0.01
Guyana,2024Q04,38.64866,GY,GUY,South America,2024,04,0.03
Haiti,2006Q01,18.427880000000002,HT,HTI,North America,2006,01,
Haiti,2006Q02,20.75395,HT,HTI,North America,2006,02,12.62
Haiti,2006Q03,24.9844,HT,HTI,North America,2006,03,20.38
Haiti,2006Q04,24.98187,HT,HTI,North America,2006,04,-0.01
Haiti,2007Q01,24.10622,HT,HTI,North America,2007,01,-3.51
Haiti,2007Q02,16.15597,HT,HTI,North America,2007,02,-32.98
Haiti,2007Q03,14.3729,HT,HTI,North America,2007,03,-11.04
Haiti,2007Q04,17.83564,HT,HTI,North America,2007,04,24.09
Haiti,2008Q01,19.89737,HT,HTI,North America,2008,01,11.56
Haiti,2008Q02,21.11357,HT,HTI,North America,2008,02,6.11
Haiti,2008Q03,18.23095,HT,HTI,North America,2008,03,-13.65
Haiti,2008Q04,27.57497,HT,HTI,North America,2008,04,51.25
Haiti,2009Q01,27.57497,HT,HTI,North America,2009,01,0.0
Haiti,2009Q02,29.79309,HT,HTI,North America,2009,02,8.04
Haiti,2009Q03,30.03463,HT,HTI,North America,2009,03,0.81
Haiti,2009Q04,30.03463,HT,HTI,North America,2009,04,0.0
Haiti,2010Q01,26.8636,HT,HTI,North America,2010,01,-10.56
Haiti,2010Q02,23.39085,HT,HTI,North America,2010,02,-12.93
Haiti,2010Q03,21.05764,HT,HTI,North America,2010,03,-9.97
Haiti,2010Q04,29.42876,HT,HTI,North America,2010,04,39.75
Haiti,2011Q01,38.56875,HT,HTI,North America,2011,01,31.06
Haiti,2011Q02,34.69639,HT,HTI,North America,2011,02,-10.04
Haiti,2011Q03,34.69639,HT,HTI,North America,2011,03,0.0
Haiti,2011Q04,32.37707,HT,HTI,North America,2011,04,-6.68
Haiti,2012Q01,33.74794,HT,HTI,North America,2012,01,4.23
Haiti,2012Q02,38.28776,HT,HTI,North America,2012,02,13.45
Haiti,2012Q03,38.2938,HT,HTI,North America,2012,03,0.02
Haiti,2012Q04,38.2938,HT,HTI,North America,2012,04,0.0
Haiti,2013Q01,44.97999,HT,HTI,North America,2013,01,17.46
Haiti,2013Q02,41.4284,HT,HTI,North America,2013,02,-7.9
Haiti,2013Q03,42.57662,HT,HTI,North America,2013,03,2.77
Haiti,2013Q04,42.57662,HT,HTI,North America,2013,04,0.0
Haiti,2014Q01,43.19617,HT,HTI,North America,2014,01,1.46
Haiti,2014Q02,44.3499,HT,HTI,North America,2014,02,2.67
Haiti,2014Q03,44.30588,HT,HTI,North America,2014,03,-0.1
Haiti,2014Q04,44.21505,HT,HTI,North America,2014,04,-0.21
Haiti,2015Q01,39.78255,HT,HTI,North America,2015,01,-10.02
Haiti,2015Q02,41.90449,HT,HTI,North America,2015,02,5.33
Haiti,2015Q03,41.93533,HT,HTI,North America,2015,03,0.07
Haiti,2015Q04,44.61888,HT,HTI,North America,2015,04,6.4
Haiti,2016Q01,43.00372,HT,HTI,North America,2016,01,-3.62
Haiti,2016Q02,44.07555,HT,HTI,North America,2016,02,2.49
Haiti,2016Q03,48.93552,HT,HTI,North America,2016,03,11.03
Haiti,2016Q04,46.42085,HT,HTI,North America,2016,04,-5.14
Haiti,2017Q01,42.54641,HT,HTI,North America,2017,01,-8.35
Haiti,2017Q02,40.19306,HT,HTI,North America,2017,02,-5.53
Haiti,2017Q03,28.88587,HT,HTI,North America,2017,03,-28.13
Haiti,2017Q04,31.10666,HT,HTI,North America,2017,04,7.69
Haiti,2018Q01,34.25564,HT,HTI,North America,2018,01,10.12
Haiti,2018Q02,36.73553,HT,HTI,North America,2018,02,7.24
Haiti,2018Q03,41.97021,HT,HTI,North America,2018,03,14.25
Haiti,2018Q04,41.97477,HT,HTI,North America,2018,04,0.01
Haiti,2019Q01,41.68712,HT,HTI,North America,2019,01,-0.69
Haiti,2019Q02,41.94765,HT,HTI,North America,2019,02,0.62
Haiti,2019Q03,43.06359,HT,HTI,North America,2019,03,2.66
Haiti,2019Q04,37.30648,HT,HTI,North America,2019,04,-13.37
Haiti,2020Q01,37.30116,HT,HTI,North America,2020,01,-0.01
Haiti,2020Q02,38.72468,HT,HTI,North America,2020,02,3.82
Haiti,2020Q03,38.6986,HT,HTI,North America,2020,03,-0.07
Haiti,2020Q04,33.74669,HT,HTI,North America,2020,04,-12.8
Haiti,2021Q01,36.0284,HT,HTI,North America,2021,01,6.76
Haiti,2021Q02,36.0398,HT,HTI,North America,2021,02,0.03
Haiti,2021Q03,37.47433,HT,HTI,North America,2021,03,3.98
Haiti,2021Q04,31.81218,HT,HTI,North America,2021,04,-15.11
Haiti,2022Q01,31.74744,HT,HTI,North America,2022,01,-0.2
Haiti,2022Q02,32.36128,HT,HTI,North America,2022,02,1.93
Haiti,2022Q03,32.36822,HT,HTI,North America,2022,03,0.02
Haiti,2022Q04,30.18312,HT,HTI,North America,2022,04,-6.75
Haiti,2023Q01,30.18312,HT,HTI,North America,2023,01,0.0
Haiti,2023Q02,33.15522,HT,HTI,North America,2023,02,9.85
Haiti,2023Q03,31.41914,HT,HTI,North America,2023,03,-5.24
Haiti,2023Q04,31.45855,HT,HTI,North America,2023,04,0.13
Haiti,2024Q01,31.45855,HT,HTI,North America,2024,01,0.0
Haiti,2024Q02,32.75044,HT,HTI,North America,2024,02,4.11
Haiti,2024Q03,32.48787,HT,HTI,North America,2024,03,-0.8
Haiti,2024Q04,34.38248,HT,HTI,North America,2024,04,5.83
Honduras,2006Q01,59.19682,HN,HND,North America,2006,01,
Honduras,2006Q02,60.87369,HN,HND,North America,2006,02,2.83
Honduras,2006Q03,63.57775,HN,HND,North America,2006,03,4.44
Honduras,2006Q04,63.49692,HN,HND,North America,2006,04,-0.13
Honduras,2007Q01,61.56311,HN,HND,North America,2007,01,-3.05
Honduras,2007Q02,61.67881,HN,HND,North America,2007,02,0.19
Honduras,2007Q03,67.6504,HN,HND,North America,2007,03,9.68
Honduras,2007Q04,67.50979,HN,HND,North America,2007,04,-0.21
Honduras,2008Q01,56.93533,HN,HND,North America,2008,01,-15.66
Honduras,2008Q02,52.83844,HN,HND,North America,2008,02,-7.2
Honduras,2008Q03,51.69221,HN,HND,North America,2008,03,-2.17
Honduras,2008Q04,51.42707,HN,HND,North America,2008,04,-0.51
Honduras,2009Q01,57.6487,HN,HND,North America,2009,01,12.1
Honduras,2009Q02,63.2732,HN,HND,North America,2009,02,9.76
Honduras,2009Q03,67.47564,HN,HND,North America,2009,03,6.64
Honduras,2009Q04,65.27449,HN,HND,North America,2009,04,-3.26
Honduras,2010Q01,67.92703,HN,HND,North America,2010,01,4.06
Honduras,2010Q02,65.78139,HN,HND,North America,2010,02,-3.16
Honduras,2010Q03,63.82174,HN,HND,North America,2010,03,-2.98
Honduras,2010Q04,59.98343,HN,HND,North America,2010,04,-6.01
Honduras,2011Q01,59.14984,HN,HND,North America,2011,01,-1.39
Honduras,2011Q02,58.09771,HN,HND,North America,2011,02,-1.78
Honduras,2011Q03,57.7685,HN,HND,North America,2011,03,-0.57
Honduras,2011Q04,61.73499,HN,HND,North America,2011,04,6.87
Honduras,2012Q01,61.02885,HN,HND,North America,2012,01,-1.14
Honduras,2012Q02,61.95046,HN,HND,North America,2012,02,1.51
Honduras,2012Q03,62.86785,HN,HND,North America,2012,03,1.48
Honduras,2012Q04,65.33407,HN,HND,North America,2012,04,3.92
Honduras,2013Q01,67.31466,HN,HND,North America,2013,01,3.03
Honduras,2013Q02,67.55911,HN,HND,North America,2013,02,0.36
Honduras,2013Q03,69.01847,HN,HND,North America,2013,03,2.16
Honduras,2013Q04,70.03694,HN,HND,North America,2013,04,1.48
Honduras,2014Q01,67.01927,HN,HND,North America,2014,01,-4.31
Honduras,2014Q02,70.59673,HN,HND,North America,2014,02,5.34
Honduras,2014Q03,69.27676,HN,HND,North America,2014,03,-1.87
Honduras,2014Q04,69.33474,HN,HND,North America,2014,04,0.08
Honduras,2015Q01,66.87695,HN,HND,North America,2015,01,-3.54
Honduras,2015Q02,64.11582,HN,HND,North America,2015,02,-4.13
Honduras,2015Q03,63.92936,HN,HND,North America,2015,03,-0.29
Honduras,2015Q04,63.92148,HN,HND,North America,2015,04,-0.01
Honduras,2016Q01,65.50115,HN,HND,North America,2016,01,2.47
Honduras,2016Q02,67.68505,HN,HND,North America,2016,02,3.33
Honduras,2016Q03,73.45425,HN,HND,North America,2016,03,8.52
